AssetID,Site,Land_use,IUCN_habitat_realm,IUCN_habitat_biome,IUCN_habitat_EFG,IUCN_habitat,FossittLvl1,FossittLvl2,Fossitt,Area_m2,Characteristic Type,Class,Variable,Measurement_unit,Opening_Value,Standardised_Value,Referenced_value,Weighted
CAWS111,B,Agriculture,Terrestrial,T3,T3.3,Cool temperate heathlands,W,WS,WS1,884,Biotic characteristics,Structural state,Hedgerow Condition,Index (0-3),1,1,0.333333333,0.041666667
CAWS113,B,Agriculture,Terrestrial,T3,T3.3,Cool temperate heathlands,W,WS,WS1,1900,Biotic characteristics,Structural state,Hedgerow Condition,Index (0-3),0,0,0,0
CAWS114,B,Agriculture,Terrestrial,T3,T3.3,Cool temperate heathlands,W,WS,WS1,4441,Biotic characteristics,Structural state,Hedgerow Condition,Index (0-3),1,1,0.333333333,0.041666667
CAWS115,B,Agriculture,Terrestrial,T3,T3.3,Cool temperate heathlands,W,WS,WS1,263,Biotic characteristics,Structural state,Hedgerow Condition,Index (0-3),2,2,0.666666667,0.083333333
CAWS118,B,Agriculture,Terrestrial,T3,T3.3,Cool temperate heathlands,W,WS,WS1,11521,Biotic characteristics,Structural state,Hedgerow Condition,Index (0-3),2,2,0.666666667,0.083333333
CAWS120,B,Agriculture,Terrestrial,T3,T3.3,Cool temperate heathlands,W,WS,WS1,1868,Biotic characteristics,Structural state,Hedgerow Condition,Index (0-3),0,0,0,0
CAWS121,B,Agriculture,Terrestrial,T3,T3.3,Cool temperate heathlands,W,WS,WS1,1670,Biotic characteristics,Structural state,Hedgerow Condition,Index (0-3),0,0,0,0
CAWS125,B,Agriculture,Terrestrial,T3,T3.3,Cool temperate heathlands,W,WS,WS1,268,Biotic characteristics,Structural state,Hedgerow Condition,Index (0-3),2,2,0.666666667,0.083333333
CAWS101,B,Agriculture,Terrestrial,T3,T3.3,Cool temperate heathlands,W,WS,WS1,3467,Landscape/seascape characteristics,Landscape,Percentage 5km buffer covered by protected areas,Percentage,70.125164,2,0.666666667,0.166666667
CAWS102,B,Agriculture,Terrestrial,T3,T3.3,Cool temperate heathlands,W,WS,WS1,1072,Landscape/seascape characteristics,Landscape,Percentage 5km buffer covered by protected areas,Percentage,70.170344,2,0.666666667,0.166666667
CAWS103,B,Agriculture,Terrestrial,T3,T3.3,Cool temperate heathlands,W,WS,WS1,13912,Landscape/seascape characteristics,Landscape,Percentage 5km buffer covered by protected areas,Percentage,70.459609,2,0.666666667,0.166666667
CAWS104,B,Agriculture,Terrestrial,T3,T3.3,Cool temperate heathlands,W,WS,WS1,46447,Landscape/seascape characteristics,Landscape,Percentage 5km buffer covered by protected areas,Percentage,71.34117,2,0.666666667,0.166666667
CAWS106,B,Agriculture,Terrestrial,T3,T3.3,Cool temperate heathlands,W,WS,WS1,1467,Landscape/seascape characteristics,Landscape,Percentage 5km buffer covered by protected areas,Percentage,72.317473,2,0.666666667,0.166666667
CAWS110,B,Agriculture,Terrestrial,T3,T3.3,Cool temperate heathlands,W,WS,WS1,2547,Landscape/seascape characteristics,Landscape,Percentage 5km buffer covered by protected areas,Percentage,74.344835,2,0.666666667,0.166666667
CAWS111,B,Agriculture,Terrestrial,T3,T3.3,Cool temperate heathlands,W,WS,WS1,884,Landscape/seascape characteristics,Landscape,Percentage 5km buffer covered by protected areas,Percentage,74.265896,2,0.666666667,0.166666667
CAWS113,B,Agriculture,Terrestrial,T3,T3.3,Cool temperate heathlands,W,WS,WS1,1900,Landscape/seascape characteristics,Landscape,Percentage 5km buffer covered by protected areas,Percentage,75.034115,2,0.666666667,0.166666667
CAWS114,B,Agriculture,Terrestrial,T3,T3.3,Cool temperate heathlands,W,WS,WS1,4441,Landscape/seascape characteristics,Landscape,Percentage 5km buffer covered by protected areas,Percentage,74.873988,2,0.666666667,0.166666667
CAWS115,B,Agriculture,Terrestrial,T3,T3.3,Cool temperate heathlands,W,WS,WS1,263,Landscape/seascape characteristics,Landscape,Percentage 5km buffer covered by protected areas,Percentage,75.673249,2,0.666666667,0.166666667
CAWS118,B,Agriculture,Terrestrial,T3,T3.3,Cool temperate heathlands,W,WS,WS1,11521,Landscape/seascape characteristics,Landscape,Percentage 5km buffer covered by protected areas,Percentage,71.849804,2,0.666666667,0.166666667
CAWS120,B,Agriculture,Terrestrial,T3,T3.3,Cool temperate heathlands,W,WS,WS1,1868,Landscape/seascape characteristics,Landscape,Percentage 5km buffer covered by protected areas,Percentage,73.283881,2,0.666666667,0.166666667
CAWS121,B,Agriculture,Terrestrial,T3,T3.3,Cool temperate heathlands,W,WS,WS1,1670,Landscape/seascape characteristics,Landscape,Percentage 5km buffer covered by protected areas,Percentage,74.092958,2,0.666666667,0.166666667
CAWS125,B,Agriculture,Terrestrial,T3,T3.3,Cool temperate heathlands,W,WS,WS1,268,Landscape/seascape characteristics,Landscape,Percentage 5km buffer covered by protected areas,Percentage,75.010974,2,0.666666667,0.166666667
CABC101,B,Agriculture,Terrestrial,T7,T7.1,Annual croplands,B,BC,BC1,17174,Abiotic characteristics,Physical state,Bare ground,Index (0-3),3,3,1,0.25
CABC102,B,Agriculture,Terrestrial,T7,T7.1,Annual croplands,B,BC,BC1,7808,Abiotic characteristics,Physical state,Bare ground,Index (0-3),3,3,1,0.25
CABC101,B,Agriculture,Terrestrial,T7,T7.1,Annual croplands,B,BC,BC1,17174,Biotic characteristics,Compositional state,Hedgerow Cover (Perimeter),Percentage,22.47935807,0,0,0
CABC102,B,Agriculture,Terrestrial,T7,T7.1,Annual croplands,B,BC,BC1,7808,Biotic characteristics,Compositional state,Hedgerow Cover (Perimeter),Percentage,51.47529363,2,0.666666667,0.083333333
CABC101,B,Agriculture,Terrestrial,T7,T7.1,Annual croplands,B,BC,BC1,17174,Biotic characteristics,Compositional state,Herbicide Use ,Binary (0/1),0,1,1,0.125
CABC102,B,Agriculture,Terrestrial,T7,T7.1,Annual croplands,B,BC,BC1,7808,Biotic characteristics,Compositional state,Herbicide Use ,Binary (0/1),0,1,1,0.125
CABC101,B,Agriculture,Terrestrial,T7,T7.1,Annual croplands,B,BC,BC1,17174,Biotic characteristics,Structural state,Crop diversity,No. of species,1,1,0.333333333,0.041666667
CABC102,B,Agriculture,Terrestrial,T7,T7.1,Annual croplands,B,BC,BC1,7808,Biotic characteristics,Structural state,Crop diversity,No. of species,1,2,0.666666667,0.083333333
CABC101,B,Agriculture,Terrestrial,T7,T7.1,Annual croplands,B,BC,BC1,17174,Biotic characteristics,Structural state,Hedgerow Condition,Index (0-3),2,2,0.666666667,0.083333333
CABC102,B,Agriculture,Terrestrial,T7,T7.1,Annual croplands,B,BC,BC1,7808,Biotic characteristics,Structural state,Hedgerow Condition,Index (0-3),2,2,0.666666667,0.083333333
CABC101,B,Agriculture,Terrestrial,T7,T7.1,Annual croplands,B,BC,BC1,17174,Landscape/seascape characteristics,Landscape,Percentage 5km buffer covered by protected areas,Percentage,73.237137,2,0.666666667,0.166666667
CABC102,B,Agriculture,Terrestrial,T7,T7.1,Annual croplands,B,BC,BC1,7808,Landscape/seascape characteristics,Landscape,Percentage 5km buffer covered by protected areas,Percentage,73.795224,2,0.666666667,0.166666667
CAHD101,B,Agriculture,Terrestrial,T3,T3.3,Cool temperate heathlands,H,HD,HD1,3683,Abiotic characteristics,Physical state,Bare ground,Index (0-3),2,2,0.666666667,0.166666667
CAHD103,B,Agriculture,Terrestrial,T3,T3.3,Cool temperate heathlands,H,HD,HD1,858,Abiotic characteristics,Physical state,Bare ground,Index (0-3),0,0,0,0
CAHD105,B,Agriculture,Terrestrial,T3,T3.3,Cool temperate heathlands,H,HD,HD1,509,Abiotic characteristics,Physical state,Bare ground,Index (0-3),0,0,0,0
CAHD101,B,Agriculture,Terrestrial,T3,T3.3,Cool temperate heathlands,H,HD,HD1,3683,Biotic characteristics,Compositional state,Hedgerow Cover (Perimeter),Percentage,21.36871346,0,0,0
CAHD103,B,Agriculture,Terrestrial,T3,T3.3,Cool temperate heathlands,H,HD,HD1,858,Biotic characteristics,Compositional state,Hedgerow Cover (Perimeter),Percentage,0,0,0,0
CAHD105,B,Agriculture,Terrestrial,T3,T3.3,Cool temperate heathlands,H,HD,HD1,509,Biotic characteristics,Compositional state,Hedgerow Cover (Perimeter),Percentage,0,0,0,0
CAHD101,B,Agriculture,Terrestrial,T3,T3.3,Cool temperate heathlands,H,HD,HD1,3683,Biotic characteristics,Structural state,Vegetation Structure,Index (0-3),2,2,0.666666667,0.055555556
CAHD103,B,Agriculture,Terrestrial,T3,T3.3,Cool temperate heathlands,H,HD,HD1,858,Biotic characteristics,Structural state,Vegetation Structure,Index (0-3),2,2,0.666666667,0.055555556
CAHD105,B,Agriculture,Terrestrial,T3,T3.3,Cool temperate heathlands,H,HD,HD1,509,Biotic characteristics,Structural state,Vegetation Structure,Index (0-3),2,2,0.666666667,0.055555556
CAHD101,B,Agriculture,Terrestrial,T3,T3.3,Cool temperate heathlands,H,HD,HD1,3683,Biotic characteristics,Structural state,Scrub encroachment,Index (0-3),1,1,0.333333333,0.027777778
CAHD103,B,Agriculture,Terrestrial,T3,T3.3,Cool temperate heathlands,H,HD,HD1,858,Biotic characteristics,Structural state,Scrub encroachment,Index (0-3),1,1,0.333333333,0.027777778
CAHD105,B,Agriculture,Terrestrial,T3,T3.3,Cool temperate heathlands,H,HD,HD1,509,Biotic characteristics,Structural state,Scrub encroachment,Index (0-3),1,1,0.333333333,0.027777778
CAHD101,B,Agriculture,Terrestrial,T3,T3.3,Cool temperate heathlands,H,HD,HD1,3683,Biotic characteristics,Structural state,Hedgerow Condition,Index (0-3),1,1,0.333333333,0.027777778
CAHD103,B,Agriculture,Terrestrial,T3,T3.3,Cool temperate heathlands,H,HD,HD1,858,Biotic characteristics,Structural state,Hedgerow Condition,Index (0-3),1,1,0.333333333,0.027777778
CAHD105,B,Agriculture,Terrestrial,T3,T3.3,Cool temperate heathlands,H,HD,HD1,509,Biotic characteristics,Structural state,Hedgerow Condition,Index (0-3),1,1,0.333333333,0.027777778
CAHD101,B,Agriculture,Terrestrial,T3,T3.3,Cool temperate heathlands,H,HD,HD1,3683,Landscape/seascape characteristics,Landscape,Percentage 5km buffer covered by protected areas,Percentage,74.165088,2,0.666666667,0.166666667
CAHD103,B,Agriculture,Terrestrial,T3,T3.3,Cool temperate heathlands,H,HD,HD1,858,Landscape/seascape characteristics,Landscape,Percentage 5km buffer covered by protected areas,Percentage,72.195436,2,0.666666667,0.166666667
CAHD105,B,Agriculture,Terrestrial,T3,T3.3,Cool temperate heathlands,H,HD,HD1,509,Landscape/seascape characteristics,Landscape,Percentage 5km buffer covered by protected areas,Percentage,74.677434,2,0.666666667,0.166666667
CAED301,B,Agriculture,Terrestrial,T7,T7.4,Urban and industrial ecosystems,E,ED,ED3,9521,Abiotic characteristics,Physical state,Bare ground,Index (0-3),3,2,0.666666667,0.166666667
CAED303,B,Agriculture,Terrestrial,T7,T7.4,Urban and industrial ecosystems,E,ED,ED3,558,Abiotic characteristics,Physical state,Bare ground,Index (0-3),2,2,0.666666667,0.166666667
CAED305,B,Agriculture,Terrestrial,T7,T7.4,Urban and industrial ecosystems,E,ED,ED3,740,Abiotic characteristics,Physical state,Bare ground,Index (0-3),2,2,0.666666667,0.166666667
CAED308,B,Agriculture,Terrestrial,T7,T7.4,Urban and industrial ecosystems,E,ED,ED3,738,Abiotic characteristics,Physical state,Bare ground,Index (0-3),3,2,0.666666667,0.166666667
CAED309,B,Agriculture,Terrestrial,T7,T7.4,Urban and industrial ecosystems,E,ED,ED3,1221,Abiotic characteristics,Physical state,Bare ground,Index (0-3),4,1,0.333333333,0.083333333
CAED311,B,Agriculture,Terrestrial,T7,T7.4,Urban and industrial ecosystems,E,ED,ED3,722,Abiotic characteristics,Physical state,Bare ground,Index (0-3),3,2,0.666666667,0.166666667
CAED301,B,Agriculture,Terrestrial,T7,T7.4,Urban and industrial ecosystems,E,ED,ED3,9521,Biotic characteristics,Compositional state,Hedgerow Cover (Perimeter),Percentage,16.72286093,0,0,0
CAED303,B,Agriculture,Terrestrial,T7,T7.4,Urban and industrial ecosystems,E,ED,ED3,558,Biotic characteristics,Compositional state,Hedgerow Cover (Perimeter),Percentage,0,0,0,0
CAED305,B,Agriculture,Terrestrial,T7,T7.4,Urban and industrial ecosystems,E,ED,ED3,740,Biotic characteristics,Compositional state,Hedgerow Cover (Perimeter),Percentage,0,0,0,0
CAED308,B,Agriculture,Terrestrial,T7,T7.4,Urban and industrial ecosystems,E,ED,ED3,738,Biotic characteristics,Compositional state,Hedgerow Cover (Perimeter),Percentage,17.63876398,0,0,0
CAED309,B,Agriculture,Terrestrial,T7,T7.4,Urban and industrial ecosystems,E,ED,ED3,1221,Biotic characteristics,Compositional state,Hedgerow Cover (Perimeter),Percentage,0,0,0,0
CAED311,B,Agriculture,Terrestrial,T7,T7.4,Urban and industrial ecosystems,E,ED,ED3,722,Biotic characteristics,Compositional state,Hedgerow Cover (Perimeter),Percentage,0,0,0,0
CAED301,B,Agriculture,Terrestrial,T7,T7.4,Urban and industrial ecosystems,E,ED,ED3,9521,Biotic characteristics,Compositional state,Herbicide Use ,Binary (0/1),0,1,1,0.125
CAED303,B,Agriculture,Terrestrial,T7,T7.4,Urban and industrial ecosystems,E,ED,ED3,558,Biotic characteristics,Compositional state,Herbicide Use ,Binary (0/1),0,1,1,0.125
CAED305,B,Agriculture,Terrestrial,T7,T7.4,Urban and industrial ecosystems,E,ED,ED3,740,Biotic characteristics,Compositional state,Herbicide Use ,Binary (0/1),0,1,1,0.125
CAED308,B,Agriculture,Terrestrial,T7,T7.4,Urban and industrial ecosystems,E,ED,ED3,738,Biotic characteristics,Compositional state,Herbicide Use ,Binary (0/1),0,1,1,0.125
CAED309,B,Agriculture,Terrestrial,T7,T7.4,Urban and industrial ecosystems,E,ED,ED3,1221,Biotic characteristics,Compositional state,Herbicide Use ,Binary (0/1),0,1,1,0.125
CAED311,B,Agriculture,Terrestrial,T7,T7.4,Urban and industrial ecosystems,E,ED,ED3,722,Biotic characteristics,Compositional state,Herbicide Use ,Binary (0/1),0,1,1,0.125
CAED301,B,Agriculture,Terrestrial,T7,T7.4,Urban and industrial ecosystems,E,ED,ED3,9521,Biotic characteristics,Structural state,Hedgerow Condition,Index (0-3),2,2,0.666666667,0.166666667
CAED303,B,Agriculture,Terrestrial,T7,T7.4,Urban and industrial ecosystems,E,ED,ED3,558,Biotic characteristics,Structural state,Hedgerow Condition,Index (0-3),0,0,0,0
CAED305,B,Agriculture,Terrestrial,T7,T7.4,Urban and industrial ecosystems,E,ED,ED3,740,Biotic characteristics,Structural state,Hedgerow Condition,Index (0-3),0,0,0,0
CAED308,B,Agriculture,Terrestrial,T7,T7.4,Urban and industrial ecosystems,E,ED,ED3,738,Biotic characteristics,Structural state,Hedgerow Condition,Index (0-3),2,2,0.666666667,0.166666667
CAED309,B,Agriculture,Terrestrial,T7,T7.4,Urban and industrial ecosystems,E,ED,ED3,1221,Biotic characteristics,Structural state,Hedgerow Condition,Index (0-3),0,0,0,0
CAED311,B,Agriculture,Terrestrial,T7,T7.4,Urban and industrial ecosystems,E,ED,ED3,722,Biotic characteristics,Structural state,Hedgerow Condition,Index (0-3),0,0,0,0
CAED301,B,Agriculture,Terrestrial,T7,T7.4,Urban and industrial ecosystems,E,ED,ED3,9521,Landscape/seascape characteristics,Landscape,Percentage 5km buffer covered by protected areas,Percentage,74.750625,2,0.666666667,0.166666667
CAED303,B,Agriculture,Terrestrial,T7,T7.4,Urban and industrial ecosystems,E,ED,ED3,558,Landscape/seascape characteristics,Landscape,Percentage 5km buffer covered by protected areas,Percentage,75.12268,2,0.666666667,0.166666667
CAED305,B,Agriculture,Terrestrial,T7,T7.4,Urban and industrial ecosystems,E,ED,ED3,740,Landscape/seascape characteristics,Landscape,Percentage 5km buffer covered by protected areas,Percentage,74.549597,2,0.666666667,0.166666667
CAED308,B,Agriculture,Terrestrial,T7,T7.4,Urban and industrial ecosystems,E,ED,ED3,738,Landscape/seascape characteristics,Landscape,Percentage 5km buffer covered by protected areas,Percentage,74.661489,2,0.666666667,0.166666667
CAED309,B,Agriculture,Terrestrial,T7,T7.4,Urban and industrial ecosystems,E,ED,ED3,1221,Landscape/seascape characteristics,Landscape,Percentage 5km buffer covered by protected areas,Percentage,74.270296,2,0.666666667,0.166666667
CAED311,B,Agriculture,Terrestrial,T7,T7.4,Urban and industrial ecosystems,E,ED,ED3,722,Landscape/seascape characteristics,Landscape,Percentage 5km buffer covered by protected areas,Percentage,73.779316,2,0.666666667,0.166666667
CAGS101,B,Agriculture,Terrestrial,T7,T7.5,Derived semi-natural pastures and oldfields,G,GS,GS1,10207,Abiotic characteristics,Physical state,Bare ground,Index (0-3),0,0,0,0
CAGS102,B,Agriculture,Terrestrial,T7,T7.5,Derived semi-natural pastures and oldfields,G,GS,GS1,6890,Abiotic characteristics,Physical state,Bare ground,Index (0-3),2,2,0.666666667,0.166666667
CAGS101,B,Agriculture,Terrestrial,T7,T7.5,Derived semi-natural pastures and oldfields,G,GS,GS1,10207,Biotic characteristics,Compositional state,Hedgerow Cover (Perimeter),Percentage,76.34966107,3,1,0.25
CAGS102,B,Agriculture,Terrestrial,T7,T7.5,Derived semi-natural pastures and oldfields,G,GS,GS1,6890,Biotic characteristics,Compositional state,Hedgerow Cover (Perimeter),Percentage,9.605669909,0,0,0
CAGS101,B,Agriculture,Terrestrial,T7,T7.5,Derived semi-natural pastures and oldfields,G,GS,GS1,10207,Biotic characteristics,Structural state,Vegetation structure,Index (0-3),2,2,0.666666667,0.055555556
CAGS102,B,Agriculture,Terrestrial,T7,T7.5,Derived semi-natural pastures and oldfields,G,GS,GS1,6890,Biotic characteristics,Structural state,Vegetation structure,Index (0-3),2,2,0.666666667,0.055555556
CAGS101,B,Agriculture,Terrestrial,T7,T7.5,Derived semi-natural pastures and oldfields,G,GS,GS1,10207,Biotic characteristics,Structural state,Scrub encroachment,Index (0-3),2,2,0.666666667,0.055555556
CAGS102,B,Agriculture,Terrestrial,T7,T7.5,Derived semi-natural pastures and oldfields,G,GS,GS1,6890,Biotic characteristics,Structural state,Scrub encroachment,Index (0-3),3,3,1,0.083333333
CAGS101,B,Agriculture,Terrestrial,T7,T7.5,Derived semi-natural pastures and oldfields,G,GS,GS1,10207,Biotic characteristics,Structural state,Hedgerow Condition,Index (0-3),1,1,0.333333333,0.027777778
CAGS102,B,Agriculture,Terrestrial,T7,T7.5,Derived semi-natural pastures and oldfields,G,GS,GS1,6890,Biotic characteristics,Structural state,Hedgerow Condition,Index (0-3),1,1,0.333333333,0.027777778
CAGS101,B,Agriculture,Terrestrial,T7,T7.5,Derived semi-natural pastures and oldfields,G,GS,GS1,10207,Landscape/seascape characteristics,Landscape,Percentage 5km buffer covered by protected areas,Percentage,72.568548,2,0.666666667,0.166666667
CAGS102,B,Agriculture,Terrestrial,T7,T7.5,Derived semi-natural pastures and oldfields,G,GS,GS1,6890,Landscape/seascape characteristics,Landscape,Percentage 5km buffer covered by protected areas,Percentage,73.429572,2,0.666666667,0.166666667
CAGA103,B,Agriculture,Terrestrial,T7,T7.2,Sown pastures and fields,G,GA,GA1,6075,Abiotic characteristics,Physical state,Bare ground,Index (0-3),0,0,0,0
CAGA104,B,Agriculture,Terrestrial,T7,T7.2,Sown pastures and fields,G,GA,GA1,6916,Abiotic characteristics,Physical state,Bare ground,Index (0-3),0,0,0,0
CAGA105,B,Agriculture,Terrestrial,T7,T7.2,Sown pastures and fields,G,GA,GA1,7742,Abiotic characteristics,Physical state,Bare ground,Index (0-3),0,0,0,0
CAGA107,B,Agriculture,Terrestrial,T7,T7.2,Sown pastures and fields,G,GA,GA1,3638,Abiotic characteristics,Physical state,Bare ground,Index (0-3),0,0,0,0
CAGA108,B,Agriculture,Terrestrial,T7,T7.2,Sown pastures and fields,G,GA,GA1,7614,Abiotic characteristics,Physical state,Bare ground,Index (0-3),0,0,0,0
CAGA110,B,Agriculture,Terrestrial,T7,T7.2,Sown pastures and fields,G,GA,GA1,3370,Abiotic characteristics,Physical state,Bare ground,Index (0-3),0,0,0,0
CAGA111,B,Agriculture,Terrestrial,T7,T7.2,Sown pastures and fields,G,GA,GA1,5563,Abiotic characteristics,Physical state,Bare ground,Index (0-3),0,0,0,0
